nom_standard,reg_code,reg_nom,dep_code,dep_nom,EPCI,population,superficie_km2,densite,NOM,F18-24
Attignat,84,Auvergne-Rhône-Alpes,01,Ain,200071751,3299,19,176.51,Bourg-en-Bresse,2226.0
Beaupont,84,Auvergne-Rhône-Alpes,01,Ain,200071751,683,14,48.54,Bourg-en-Bresse,2226.0
Bény,84,Auvergne-Rhône-Alpes,01,Ain,200071751,759,18,41.59,Bourg-en-Bresse,2226.0
Béréziat,84,Auvergne-Rhône-Alpes,01,Ain,200071751,480,11,44.32,Bourg-en-Bresse,2226.0
Bourg-en-Bresse,84,Auvergne-Rhône-Alpes,01,Ain,200071751,41681,24,1746.9,Bourg-en-Bresse,2226.0
Buellas,84,Auvergne-Rhône-Alpes,01,Ain,200071751,1825,10,178.75,Bourg-en-Bresse,2226.0
Certines,84,Auvergne-Rhône-Alpes,01,Ain,200071751,1514,16,95.1,Bourg-en-Bresse,2226.0
Ceyzériat,84,Auvergne-Rhône-Alpes,01,Ain,200071751,3202,9,342.09,Bourg-en-Bresse,2226.0
Nivigne et Suran,84,Auvergne-Rhône-Alpes,01,Ain,200071751,843,22,27.21,Bourg-en-Bresse,2226.0
Cize,84,Auvergne-Rhône-Alpes,01,Ain,200071751,178,4,39.38,Bourg-en-Bresse,2226.0
Coligny,84,Auvergne-Rhône-Alpes,01,Ain,200071751,1161,17,68.82,Bourg-en-Bresse,2226.0
Confrançon,84,Auvergne-Rhône-Alpes,01,Ain,200071751,1339,18,73.69,Bourg-en-Bresse,2226.0
Cormoz,84,Auvergne-Rhône-Alpes,01,Ain,200071751,702,20,35.89,Bourg-en-Bresse,2226.0
Corveissiat,84,Auvergne-Rhône-Alpes,01,Ain,200071751,604,23,26.62,Bourg-en-Bresse,2226.0
Courmangoux,84,Auvergne-Rhône-Alpes,01,Ain,200071751,506,15,34.14,Bourg-en-Bresse,2226.0
Courtes,84,Auvergne-Rhône-Alpes,01,Ain,200071751,301,9,33.22,Bourg-en-Bresse,2226.0
Bresse Vallons,84,Auvergne-Rhône-Alpes,01,Ain,200071751,2368,14,91.15,Bourg-en-Bresse,2226.0
Curciat-Dongalon,84,Auvergne-Rhône-Alpes,01,Ain,200071751,444,24,18.55,Bourg-en-Bresse,2226.0
Curtafond,84,Auvergne-Rhône-Alpes,01,Ain,200071751,764,13,61.56,Bourg-en-Bresse,2226.0
Dompierre-sur-Veyle,84,Auvergne-Rhône-Alpes,01,Ain,200071751,1190,29,40.89,Bourg-en-Bresse,2226.0
Domsure,84,Auvergne-Rhône-Alpes,01,Ain,200071751,509,15,33.49,Bourg-en-Bresse,2226.0
Drom,84,Auvergne-Rhône-Alpes,01,Ain,200071751,214,8,27.51,Bourg-en-Bresse,2226.0
Druillat,84,Auvergne-Rhône-Alpes,01,Ain,200071751,1139,21,54.97,Bourg-en-Bresse,2226.0
Foissiat,84,Auvergne-Rhône-Alpes,01,Ain,200071751,2016,40,49.95,Bourg-en-Bresse,2226.0
Grand-Corent,84,Auvergne-Rhône-Alpes,01,Ain,200071751,184,7,25.81,Bourg-en-Bresse,2226.0
Hautecourt-Romanèche,84,Auvergne-Rhône-Alpes,01,Ain,200071751,756,21,35.0,Bourg-en-Bresse,2226.0
Jassans-Riottier,84,Auvergne-Rhône-Alpes,01,Ain,200040590,6337,5,1317.46,Villefranche-sur-Saône,1507.0
Jasseron,84,Auvergne-Rhône-Alpes,01,Ain,200071751,1822,19,96.25,Bourg-en-Bresse,2226.0
Jayat,84,Auvergne-Rhône-Alpes,01,Ain,200071751,1241,16,76.13,Bourg-en-Bresse,2226.0
Journans,84,Auvergne-Rhône-Alpes,01,Ain,200071751,377,2,155.14,Bourg-en-Bresse,2226.0
Lent,84,Auvergne-Rhône-Alpes,01,Ain,200071751,1397,32,44.38,Bourg-en-Bresse,2226.0
Lescheroux,84,Auvergne-Rhône-Alpes,01,Ain,200071751,712,20,35.51,Bourg-en-Bresse,2226.0
Malafretaz,84,Auvergne-Rhône-Alpes,01,Ain,200071751,1226,9,133.41,Bourg-en-Bresse,2226.0
Mantenay-Montlin,84,Auvergne-Rhône-Alpes,01,Ain,200071751,310,11,28.7,Bourg-en-Bresse,2226.0
Marboz,84,Auvergne-Rhône-Alpes,01,Ain,200071751,2275,40,56.68,Bourg-en-Bresse,2226.0
Marsonnas,84,Auvergne-Rhône-Alpes,01,Ain,200071751,1021,18,55.55,Bourg-en-Bresse,2226.0
Meillonnas,84,Auvergne-Rhône-Alpes,01,Ain,200071751,1379,18,77.73,Bourg-en-Bresse,2226.0
Bohas-Meyriat-Rignat,84,Auvergne-Rhône-Alpes,01,Ain,200071751,950,23,40.41,Bourg-en-Bresse,2226.0
Montagnat,84,Auvergne-Rhône-Alpes,01,Ain,200071751,2142,14,155.78,Bourg-en-Bresse,2226.0
Montcet,84,Auvergne-Rhône-Alpes,01,Ain,200071751,708,7,105.99,Bourg-en-Bresse,2226.0
Montracol,84,Auvergne-Rhône-Alpes,01,Ain,200071751,1017,15,69.85,Bourg-en-Bresse,2226.0
Montrevel-en-Bresse,84,Auvergne-Rhône-Alpes,01,Ain,200071751,2576,10,250.83,Bourg-en-Bresse,2226.0
Péronnas,84,Auvergne-Rhône-Alpes,01,Ain,200071751,6460,18,368.09,Bourg-en-Bresse,2226.0
Pirajoux,84,Auvergne-Rhône-Alpes,01,Ain,200071751,413,13,31.79,Bourg-en-Bresse,2226.0
Polliat,84,Auvergne-Rhône-Alpes,01,Ain,200071751,2606,20,129.85,Bourg-en-Bresse,2226.0
Pouillat,84,Auvergne-Rhône-Alpes,01,Ain,200071751,83,6,13.32,Bourg-en-Bresse,2226.0
Ramasse,84,Auvergne-Rhône-Alpes,01,Ain,200071751,331,10,33.57,Bourg-en-Bresse,2226.0
Revonnas,84,Auvergne-Rhône-Alpes,01,Ain,200071751,892,8,115.1,Bourg-en-Bresse,2226.0
Saint-André-sur-Vieux-Jonc,84,Auvergne-Rhône-Alpes,01,Ain,200071751,1187,25,49.01,Bourg-en-Bresse,2226.0
Saint-Denis-lès-Bourg,84,Auvergne-Rhône-Alpes,01,Ain,200071751,5971,13,474.64,Bourg-en-Bresse,2226.0
Saint-Didier-d'Aussiat,84,Auvergne-Rhône-Alpes,01,Ain,200071751,852,15,55.98,Bourg-en-Bresse,2226.0
Saint-Étienne-du-Bois,84,Auvergne-Rhône-Alpes,01,Ain,200071751,2538,29,89.43,Bourg-en-Bresse,2226.0
Saint-Jean-sur-Reyssouze,84,Auvergne-Rhône-Alpes,01,Ain,200071751,767,27,27.91,Bourg-en-Bresse,2226.0
Saint-Julien-sur-Reyssouze,84,Auvergne-Rhône-Alpes,01,Ain,200071751,726,7,96.54,Bourg-en-Bresse,2226.0
Saint-Just,84,Auvergne-Rhône-Alpes,01,Ain,200071751,955,3,282.54,Bourg-en-Bresse,2226.0
Saint-Laurent-sur-Saône,84,Auvergne-Rhône-Alpes,01,Ain,200070308,1674,1,3158.49,Mâcon,1373.0
Saint-Martin-du-Mont,84,Auvergne-Rhône-Alpes,01,Ain,200071751,1877,28,66.82,Bourg-en-Bresse,2226.0
Saint-Martin-le-Châtel,84,Auvergne-Rhône-Alpes,01,Ain,200071751,788,13,61.71,Bourg-en-Bresse,2226.0
Saint-Nizier-le-Bouchoux,84,Auvergne-Rhône-Alpes,01,Ain,200071751,612,28,21.63,Bourg-en-Bresse,2226.0
Saint-Rémy,84,Auvergne-Rhône-Alpes,01,Ain,200071751,964,7,130.62,Bourg-en-Bresse,2226.0
Saint-Sulpice,84,Auvergne-Rhône-Alpes,01,Ain,200071751,256,5,48.67,Bourg-en-Bresse,2226.0
Saint-Trivier-de-Courtes,84,Auvergne-Rhône-Alpes,01,Ain,200071751,1116,16,67.51,Bourg-en-Bresse,2226.0
Salavre,84,Auvergne-Rhône-Alpes,01,Ain,200071751,273,8,35.14,Bourg-en-Bresse,2226.0
Servas,84,Auvergne-Rhône-Alpes,01,Ain,200071751,1273,13,97.55,Bourg-en-Bresse,2226.0
Servignat,84,Auvergne-Rhône-Alpes,01,Ain,200071751,173,8,21.65,Bourg-en-Bresse,2226.0
Simandre-sur-Suran,84,Auvergne-Rhône-Alpes,01,Ain,200071751,659,16,40.43,Bourg-en-Bresse,2226.0
Tossiat,84,Auvergne-Rhône-Alpes,01,Ain,200071751,1354,10,133.14,Bourg-en-Bresse,2226.0
La Tranclière,84,Auvergne-Rhône-Alpes,01,Ain,200071751,284,15,19.25,Bourg-en-Bresse,2226.0
Val-Revermont,84,Auvergne-Rhône-Alpes,01,Ain,200071751,2506,40,55.17,Bourg-en-Bresse,2226.0
Vandeins,84,Auvergne-Rhône-Alpes,01,Ain,200071751,714,9,75.96,Bourg-en-Bresse,2226.0
Verjon,84,Auvergne-Rhône-Alpes,01,Ain,200071751,333,5,65.17,Bourg-en-Bresse,2226.0
Vernoux,84,Auvergne-Rhône-Alpes,01,Ain,200071751,306,10,30.0,Bourg-en-Bresse,2226.0
Vescours,84,Auvergne-Rhône-Alpes,01,Ain,200071751,221,12,17.71,Bourg-en-Bresse,2226.0
Villemotier,84,Auvergne-Rhône-Alpes,01,Ain,200071751,628,14,45.31,Bourg-en-Bresse,2226.0
Villereversure,84,Auvergne-Rhône-Alpes,01,Ain,200071751,1345,17,77.08,Bourg-en-Bresse,2226.0
Viriat,84,Auvergne-Rhône-Alpes,01,Ain,200071751,6665,45,148.01,Bourg-en-Bresse,2226.0
Acy,32,Hauts-de-France,02,Aisne,240200477,1019,12,87.32,Soissons,1308.0
Annois,32,Hauts-de-France,02,Aisne,200071892,359,6,60.85,Saint-Quentin,2514.0
Arrancy,32,Hauts-de-France,02,Aisne,200043495,49,6,8.8,Laon,1176.0
Artemps,32,Hauts-de-France,02,Aisne,200071892,367,6,58.16,Saint-Quentin,2514.0
Athies-sous-Laon,32,Hauts-de-France,02,Aisne,200043495,2597,15,168.2,Laon,1176.0
Aubigny-aux-Kaisnes,32,Hauts-de-France,02,Aisne,200071892,254,4,68.28,Saint-Quentin,2514.0
Aulnois-sous-Laon,32,Hauts-de-France,02,Aisne,200043495,1380,10,137.86,Laon,1176.0
Bagneux,32,Hauts-de-France,02,Aisne,240200477,64,2,28.96,Soissons,1308.0
Belleu,32,Hauts-de-France,02,Aisne,240200477,3762,5,830.46,Soissons,1308.0
Besny-et-Loizy,32,Hauts-de-France,02,Aisne,200043495,327,10,33.5,Laon,1176.0
Bièvres,32,Hauts-de-France,02,Aisne,200043495,88,3,33.33,Laon,1176.0
Billy-sur-Aisne,32,Hauts-de-France,02,Aisne,240200477,1146,8,153.41,Soissons,1308.0
Bray-Saint-Christophe,32,Hauts-de-France,02,Aisne,200071892,67,3,23.26,Saint-Quentin,2514.0
Bruyères-et-Montbérault,32,Hauts-de-France,02,Aisne,200043495,1447,12,124.63,Laon,1176.0
Bucy-lès-Cerny,32,Hauts-de-France,02,Aisne,200043495,192,9,21.97,Laon,1176.0
Castres,32,Hauts-de-France,02,Aisne,200071892,251,6,43.96,Saint-Quentin,2514.0
Cerny-en-Laonnois,32,Hauts-de-France,02,Aisne,200043495,62,7,8.59,Laon,1176.0
Cerny-lès-Bucy,32,Hauts-de-France,02,Aisne,200043495,116,3,36.36,Laon,1176.0
Cessières-Suzy,32,Hauts-de-France,02,Aisne,200043495,775,10,38.35,Laon,1176.0
Chambry,32,Hauts-de-France,02,Aisne,200043495,834,9,93.81,Laon,1176.0
Chamouille,32,Hauts-de-France,02,Aisne,200043495,271,3,81.14,Laon,1176.0
Chavigny,32,Hauts-de-France,02,Aisne,240200477,164,5,31.06,Soissons,1308.0
Chérêt,32,Hauts-de-France,02,Aisne,200043495,141,4,38.01,Laon,1176.0
Chivy-lès-Étouvelles,32,Hauts-de-France,02,Aisne,200043495,511,3,144.35,Laon,1176.0
Clacy-et-Thierret,32,Hauts-de-France,02,Aisne,200043495,306,4,72.68,Laon,1176.0
Clastres,32,Hauts-de-France,02,Aisne,200071892,597,8,72.45,Saint-Quentin,2514.0
Colligis-Crandelain,32,Hauts-de-France,02,Aisne,200043495,219,7,33.54,Laon,1176.0
Contescourt,32,Hauts-de-France,02,Aisne,200071892,61,4,17.84,Saint-Quentin,2514.0
Courmelles,32,Hauts-de-France,02,Aisne,240200477,1877,7,277.66,Soissons,1308.0
Crépy,32,Hauts-de-France,02,Aisne,200043495,1798,28,64.91,Laon,1176.0
Crouy,32,Hauts-de-France,02,Aisne,240200477,2958,10,284.97,Soissons,1308.0
Cuffies,32,Hauts-de-France,02,Aisne,240200477,1797,5,357.97,Soissons,1308.0
Cugny,32,Hauts-de-France,02,Aisne,200071892,608,9,64.68,Saint-Quentin,2514.0
Cuisy-en-Almont,32,Hauts-de-France,02,Aisne,240200477,357,9,38.93,Soissons,1308.0
Dallon,32,Hauts-de-France,02,Aisne,200071892,437,6,75.22,Saint-Quentin,2514.0
Dury,32,Hauts-de-France,02,Aisne,200071892,199,8,25.71,Saint-Quentin,2514.0
Eppes,32,Hauts-de-France,02,Aisne,200043495,432,8,56.03,Laon,1176.0
Essigny-le-Petit,32,Hauts-de-France,02,Aisne,200071892,349,5,77.04,Saint-Quentin,2514.0
Étouvelles,32,Hauts-de-France,02,Aisne,200043495,206,2,86.55,Laon,1176.0
Fayet,32,Hauts-de-France,02,Aisne,200071892,684,6,116.72,Saint-Quentin,2514.0
Festieux,32,Hauts-de-France,02,Aisne,200043495,683,7,102.4,Laon,1176.0
Fieulaine,32,Hauts-de-France,02,Aisne,200071892,250,8,32.3,Saint-Quentin,2514.0
Flavy-le-Martel,32,Hauts-de-France,02,Aisne,200071892,1660,13,129.38,Saint-Quentin,2514.0
Fonsomme,32,Hauts-de-France,02,Aisne,200071892,500,10,52.08,Saint-Quentin,2514.0
Fontaine-lès-Clercs,32,Hauts-de-France,02,Aisne,200071892,233,5,43.71,Saint-Quentin,2514.0
Fontaine-Notre-Dame,32,Hauts-de-France,02,Aisne,200071892,383,12,32.18,Saint-Quentin,2514.0
Gauchy,32,Hauts-de-France,02,Aisne,200071892,5216,6,835.9,Saint-Quentin,2514.0
Grugies,32,Hauts-de-France,02,Aisne,200071892,1274,5,250.79,Saint-Quentin,2514.0
Happencourt,32,Hauts-de-France,02,Aisne,200071892,146,5,28.19,Saint-Quentin,2514.0
Harly,32,Hauts-de-France,02,Aisne,200071892,1567,4,416.76,Saint-Quentin,2514.0
Homblières,32,Hauts-de-France,02,Aisne,200071892,1441,15,100.84,Saint-Quentin,2514.0
Jussy,32,Hauts-de-France,02,Aisne,200071892,1252,13,93.64,Saint-Quentin,2514.0
Juvigny,32,Hauts-de-France,02,Aisne,240200477,281,14,20.29,Soissons,1308.0
Laniscourt,32,Hauts-de-France,02,Aisne,200043495,208,3,69.33,Laon,1176.0
Laon,32,Hauts-de-France,02,Aisne,200043495,24091,45,573.6,Laon,1176.0
Laval-en-Laonnois,32,Hauts-de-France,02,Aisne,200043495,241,5,53.44,Laon,1176.0
Lesdins,32,Hauts-de-France,02,Aisne,200071892,830,11,78.08,Saint-Quentin,2514.0
Leury,32,Hauts-de-France,02,Aisne,240200477,103,4,27.91,Soissons,1308.0
Lierval,32,Hauts-de-France,02,Aisne,200043495,123,4,32.63,Laon,1176.0
Marcy,32,Hauts-de-France,02,Aisne,200071892,158,8,21.64,Saint-Quentin,2514.0
Martigny-Courpierre,32,Hauts-de-France,02,Aisne,200043495,136,4,30.49,Laon,1176.0
Mercin-et-Vaux,32,Hauts-de-France,02,Aisne,240200477,964,8,124.07,Soissons,1308.0
Mesnil-Saint-Laurent,32,Hauts-de-France,02,Aisne,200071892,480,6,88.07,Saint-Quentin,2514.0
Missy-aux-Bois,32,Hauts-de-France,02,Aisne,240200477,95,3,31.25,Soissons,1308.0
Molinchart,32,Hauts-de-France,02,Aisne,200043495,348,4,77.85,Laon,1176.0
Mons-en-Laonnois,32,Hauts-de-France,02,Aisne,200043495,1151,4,280.73,Laon,1176.0
Montchâlons,32,Hauts-de-France,02,Aisne,200043495,97,7,14.35,Laon,1176.0
Montescourt-Lizerolles,32,Hauts-de-France,02,Aisne,200071892,1608,6,255.64,Saint-Quentin,2514.0
Monthenault,32,Hauts-de-France,02,Aisne,200043495,152,3,51.7,Laon,1176.0
Morcourt,32,Hauts-de-France,02,Aisne,200071892,566,6,93.25,Saint-Quentin,2514.0
Neuville-Saint-Amand,32,Hauts-de-France,02,Aisne,200071892,849,8,102.78,Saint-Quentin,2514.0
Nouvion-le-Vineux,32,Hauts-de-France,02,Aisne,200043495,147,3,41.64,Laon,1176.0
Bernoy-le-Château,32,Hauts-de-France,02,Aisne,240200477,491,5,53.47,Soissons,1308.0
Ollezy,32,Hauts-de-France,02,Aisne,200071892,174,5,32.77,Saint-Quentin,2514.0
Omissy,32,Hauts-de-France,02,Aisne,200071892,711,7,100.28,Saint-Quentin,2514.0
Orgeval,32,Hauts-de-France,02,Aisne,200043495,57,2,23.65,Laon,1176.0
Osly-Courtil,32,Hauts-de-France,02,Aisne,240200477,328,5,62.72,Soissons,1308.0
Parfondru,32,Hauts-de-France,02,Aisne,200043495,353,9,38.88,Laon,1176.0
Pasly,32,Hauts-de-France,02,Aisne,240200477,1067,3,353.31,Soissons,1308.0
Ploisy,32,Hauts-de-France,02,Aisne,240200477,84,3,29.27,Soissons,1308.0
Pommiers,32,Hauts-de-France,02,Aisne,240200477,741,7,110.76,Soissons,1308.0
Presles-et-Thierny,32,Hauts-de-France,02,Aisne,200043495,386,8,46.34,Laon,1176.0
Remaucourt,32,Hauts-de-France,02,Aisne,200071892,291,6,45.83,Saint-Quentin,2514.0
Rouvroy,32,Hauts-de-France,02,Aisne,200071892,505,5,100.0,Saint-Quentin,2514.0
Saint-Quentin,32,Hauts-de-France,02,Aisne,200071892,53100,23,2353.72,Saint-Quentin,2514.0
Saint-Simon,32,Hauts-de-France,02,Aisne,200071892,627,6,98.9,Saint-Quentin,2514.0
Samoussy,32,Hauts-de-France,02,Aisne,200043495,383,26,15.3,Laon,1176.0
Septmonts,32,Hauts-de-France,02,Aisne,240200477,568,5,118.33,Soissons,1308.0
Seraucourt-le-Grand,32,Hauts-de-France,02,Aisne,200071892,729,10,69.03,Saint-Quentin,2514.0
Serches,32,Hauts-de-France,02,Aisne,240200477,285,9,31.32,Soissons,1308.0
Sermoise,32,Hauts-de-France,02,Aisne,240200477,361,6,65.52,Soissons,1308.0
Soissons,32,Hauts-de-France,02,Aisne,240200477,28888,12,2344.81,Soissons,1308.0
Sommette-Eaucourt,32,Hauts-de-France,02,Aisne,200071892,175,6,27.87,Saint-Quentin,2514.0
Tugny-et-Pont,32,Hauts-de-France,02,Aisne,200071892,284,6,48.22,Saint-Quentin,2514.0
Vaucelles-et-Beffecourt,32,Hauts-de-France,02,Aisne,200043495,237,4,58.81,Laon,1176.0
Vauxrezis,32,Hauts-de-France,02,Aisne,240200477,321,7,49.08,Soissons,1308.0
Vauxbuin,32,Hauts-de-France,02,Aisne,240200477,785,5,157.0,Soissons,1308.0
Venizel,32,Hauts-de-France,02,Aisne,240200477,1363,4,367.39,Soissons,1308.0
Veslud,32,Hauts-de-France,02,Aisne,200043495,261,4,63.2,Laon,1176.0
Villeneuve-Saint-Germain,32,Hauts-de-France,02,Aisne,240200477,2549,4,561.45,Soissons,1308.0
Villers-Saint-Christophe,32,Hauts-de-France,02,Aisne,200071892,427,9,47.5,Saint-Quentin,2514.0
Vivaise,32,Hauts-de-France,02,Aisne,200043495,674,9,74.72,Laon,1176.0
Vorges,32,Hauts-de-France,02,Aisne,200043495,374,5,78.24,Laon,1176.0
Vregny,32,Hauts-de-France,02,Aisne,240200477,92,5,20.44,Soissons,1308.0
Abrest,84,Auvergne-Rhône-Alpes,03,Allier,200071363,2899,10,277.15,Vichy,1423.0
Arfeuilles,84,Auvergne-Rhône-Alpes,03,Allier,200071363,629,60,10.56,Vichy,1423.0
Arpheuilles-Saint-Priest,84,Auvergne-Rhône-Alpes,03,Allier,200071082,356,19,17.78,Montluçon,1459.0
Arronnes,84,Auvergne-Rhône-Alpes,03,Allier,200071363,376,26,14.46,Vichy,1423.0
Aubigny,84,Auvergne-Rhône-Alpes,03,Allier,200071140,136,17,7.93,Moulins,1110.0
Aurouër,84,Auvergne-Rhône-Alpes,03,Allier,200071140,425,26,15.71,Moulins,1110.0
Avermes,84,Auvergne-Rhône-Alpes,03,Allier,200071140,4012,16,257.18,Moulins,1110.0
Bagneux,84,Auvergne-Rhône-Alpes,03,Allier,200071140,331,25,13.31,Moulins,1110.0
Bellerive-sur-Allier,84,Auvergne-Rhône-Alpes,03,Allier,200071363,8844,19,466.21,Vichy,1423.0
Bessay-sur-Allier,84,Auvergne-Rhône-Alpes,03,Allier,200071140,1347,35,38.93,Moulins,1110.0
Besson,84,Auvergne-Rhône-Alpes,03,Allier,200071140,761,47,16.14,Moulins,1110.0
Billy,84,Auvergne-Rhône-Alpes,03,Allier,200071363,796,10,77.89,Vichy,1423.0
Bost,84,Auvergne-Rhône-Alpes,03,Allier,200071363,181,10,19.09,Vichy,1423.0
Bresnay,84,Auvergne-Rhône-Alpes,03,Allier,200071140,384,23,16.6,Moulins,1110.0
Bressolles,84,Auvergne-Rhône-Alpes,03,Allier,200071140,1132,24,48.42,Moulins,1110.0
Brugheas,84,Auvergne-Rhône-Alpes,03,Allier,200071363,1531,27,57.11,Vichy,1423.0
Busset,84,Auvergne-Rhône-Alpes,03,Allier,200071363,833,37,22.54,Vichy,1423.0
La Chabanne,84,Auvergne-Rhône-Alpes,03,Allier,200071363,177,20,8.85,Vichy,1423.0
Chapeau,84,Auvergne-Rhône-Alpes,03,Allier,200071140,237,34,7.09,Moulins,1110.0
La Chapelle,84,Auvergne-Rhône-Alpes,03,Allier,200071363,388,21,18.39,Vichy,1423.0
La Chapelle-aux-Chasses,84,Auvergne-Rhône-Alpes,03,Allier,200071140,196,26,7.55,Moulins,1110.0
Charmeil,84,Auvergne-Rhône-Alpes,03,Allier,200071363,1039,7,140.41,Vichy,1423.0
Château-sur-Allier,84,Auvergne-Rhône-Alpes,03,Allier,200071140,175,28,6.31,Moulins,1110.0
Châtel-Montagne,84,Auvergne-Rhône-Alpes,03,Allier,200071363,321,37,8.72,Vichy,1423.0
Châtelus,84,Auvergne-Rhône-Alpes,03,Allier,200071363,103,7,15.51,Vichy,1423.0
Chemilly,84,Auvergne-Rhône-Alpes,03,Allier,200071140,621,17,36.66,Moulins,1110.0
Chevagnes,84,Auvergne-Rhône-Alpes,03,Allier,200071140,648,50,13.02,Moulins,1110.0
Chézy,84,Auvergne-Rhône-Alpes,03,Allier,200071140,219,36,6.0,Moulins,1110.0
Cognat-Lyonne,84,Auvergne-Rhône-Alpes,03,Allier,200071363,702,13,56.12,Vichy,1423.0
Coulandon,84,Auvergne-Rhône-Alpes,03,Allier,200071140,641,17,37.57,Moulins,1110.0
Couzon,84,Auvergne-Rhône-Alpes,03,Allier,200071140,307,20,15.47,Moulins,1110.0
Creuzier-le-Neuf,84,Auvergne-Rhône-Alpes,03,Allier,200071363,1219,11,112.04,Vichy,1423.0
Creuzier-le-Vieux,84,Auvergne-Rhône-Alpes,03,Allier,200071363,3283,11,288.49,Vichy,1423.0
Cusset,84,Auvergne-Rhône-Alpes,03,Allier,200071363,12677,32,397.02,Vichy,1423.0
Désertines,84,Auvergne-Rhône-Alpes,03,Allier,200071082,4465,8,535.37,Montluçon,1459.0
Domérat,84,Auvergne-Rhône-Alpes,03,Allier,200071082,8698,35,244.74,Montluçon,1459.0
Espinasse-Vozelle,84,Auvergne-Rhône-Alpes,03,Allier,200071363,977,18,54.67,Vichy,1423.0
Ferrières-sur-Sichon,84,Auvergne-Rhône-Alpes,03,Allier,200071363,527,39,13.66,Vichy,1423.0
Gannay-sur-Loire,84,Auvergne-Rhône-Alpes,03,Allier,200071140,414,32,12.82,Moulins,1110.0
Garnat-sur-Engièvre,84,Auvergne-Rhône-Alpes,03,Allier,200071140,711,19,37.94,Moulins,1110.0
Gennetines,84,Auvergne-Rhône-Alpes,03,Allier,200071140,636,39,16.25,Moulins,1110.0
Gouise,84,Auvergne-Rhône-Alpes,03,Allier,200071140,219,23,9.47,Moulins,1110.0
La Guillermie,84,Auvergne-Rhône-Alpes,03,Allier,200071363,122,13,9.89,Vichy,1423.0
Hauterive,84,Auvergne-Rhône-Alpes,03,Allier,200071363,1176,8,145.54,Vichy,1423.0
Lamaids,84,Auvergne-Rhône-Alpes,03,Allier,200071082,225,8,28.05,Montluçon,1459.0
Laprugne,84,Auvergne-Rhône-Alpes,03,Allier,200071363,314,35,9.07,Vichy,1423.0
Lavault-Sainte-Anne,84,Auvergne-Rhône-Alpes,03,Allier,200071082,1147,9,126.32,Montluçon,1459.0
Lavoine,84,Auvergne-Rhône-Alpes,03,Allier,200071363,149,17,8.5,Vichy,1423.0
Lignerolles,84,Auvergne-Rhône-Alpes,03,Allier,200071082,743,12,62.91,Montluçon,1459.0
Limoise,84,Auvergne-Rhône-Alpes,03,Allier,200071140,168,13,13.38,Moulins,1110.0
Lurcy-Lévis,84,Auvergne-Rhône-Alpes,03,Allier,200071140,1881,72,26.34,Moulins,1110.0
Lusigny,84,Auvergne-Rhône-Alpes,03,Allier,200071140,1670,45,37.49,Moulins,1110.0
Magnet,84,Auvergne-Rhône-Alpes,03,Allier,200071363,1035,13,81.37,Vichy,1423.0
Marcillat-en-Combraille,84,Auvergne-Rhône-Alpes,03,Allier,200071082,902,36,25.62,Montluçon,1459.0
Marigny,84,Auvergne-Rhône-Alpes,03,Allier,200071140,201,17,11.66,Moulins,1110.0
Mariol,84,Auvergne-Rhône-Alpes,03,Allier,200071363,729,10,77.47,Vichy,1423.0
Le Mayet-de-Montagne,84,Auvergne-Rhône-Alpes,03,Allier,200071363,1386,30,47.74,Vichy,1423.0
Mazirat,84,Auvergne-Rhône-Alpes,03,Allier,200071082,287,20,14.17,Montluçon,1459.0
Molles,84,Auvergne-Rhône-Alpes,03,Allier,200071363,924,27,34.36,Vichy,1423.0
Montbeugny,84,Auvergne-Rhône-Alpes,03,Allier,200071140,654,33,20.03,Moulins,1110.0
Montilly,84,Auvergne-Rhône-Alpes,03,Allier,200071140,504,22,22.82,Moulins,1110.0
Montluçon,84,Auvergne-Rhône-Alpes,03,Allier,200071082,33822,21,1636.28,Montluçon,1459.0
Moulins,84,Auvergne-Rhône-Alpes,03,Allier,200071140,19444,9,2258.3,Moulins,1110.0
Neuilly-le-Réal,84,Auvergne-Rhône-Alpes,03,Allier,200071140,1452,47,30.91,Moulins,1110.0
Neure,84,Auvergne-Rhône-Alpes,03,Allier,200071140,192,12,16.04,Moulins,1110.0
Neuvy,84,Auvergne-Rhône-Alpes,03,Allier,200071140,1493,19,78.46,Moulins,1110.0
Nizerolles,84,Auvergne-Rhône-Alpes,03,Allier,200071363,301,18,17.13,Vichy,1423.0
Paray-le-Frésil,84,Auvergne-Rhône-Alpes,03,Allier,200071140,385,37,10.32,Moulins,1110.0
La Petite-Marche,84,Auvergne-Rhône-Alpes,03,Allier,200071082,162,15,10.85,Montluçon,1459.0
Pouzy-Mésangy,84,Auvergne-Rhône-Alpes,03,Allier,200071140,394,35,11.24,Moulins,1110.0
Prémilhat,84,Auvergne-Rhône-Alpes,03,Allier,200071082,2506,21,118.66,Montluçon,1459.0
Quinssaines,84,Auvergne-Rhône-Alpes,03,Allier,200071082,1527,26,60.19,Montluçon,1459.0
Ronnet,84,Auvergne-Rhône-Alpes,03,Allier,200071082,173,20,8.7,Montluçon,1459.0
Saint-Clément,84,Auvergne-Rhône-Alpes,03,Allier,200071363,285,26,10.97,Vichy,1423.0
Saint-Ennemond,84,Auvergne-Rhône-Alpes,03,Allier,200071140,605,39,15.89,Moulins,1110.0
